product_type,product_name,product_description,brand,model_series,min_stock_threshold,reorder_point,is_discontinued,meta_title,meta_description,slug,keywords,og_image,product_highlights,long_description,is_published,product_video_url,product_video_file,tag_ids,brand_ids,is_global,ref_cost_kes,ref_sell_kes
PH,iPhone 16 128GB E-SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,16 128GB E-SIM (Dubai),5,10,False,iPhone 16 128GB E-SIM (Dubai),"Explore the iPhone 16 128GB E-SIM (Dubai) by Apple, a high-quality phone.",,"apple, 16 128gb e-sim (dubai), phone, iphone 16 128gb e-sim (dubai)",,[],Discover the iPhone 16 128GB E-SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,85000,90000
PH,iPhone 16 Pro 256GB E-SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,16 Pro 256GB E-SIM (Dubai),5,10,False,iPhone 16 Pro 256GB E-SIM (Dubai),"Explore the iPhone 16 Pro 256GB E-SIM (Dubai) by Apple, a high-quality phone.",,"apple, 16 pro 256gb e-sim (dubai), phone, iphone 16 pro 256gb e-sim (dubai)",,[],Discover the iPhone 16 Pro 256GB E-SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,138000,145000
PH,iPhone 17 256GB E-SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 256GB E-SIM (Dubai),5,10,False,iPhone 17 256GB E-SIM (Dubai),"Explore the iPhone 17 256GB E-SIM (Dubai) by Apple, a high-quality phone.",,"apple, 17 256gb e-sim (dubai), phone, iphone 17 256gb e-sim (dubai)",,[],Discover the iPhone 17 256GB E-SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,104000,110000
PH,iPhone 17 512GB E-SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 512GB E-SIM (Dubai),5,10,False,iPhone 17 512GB E-SIM (Dubai),"Explore the iPhone 17 512GB E-SIM (Dubai) by Apple, a high-quality phone.",,"apple, 17 512gb e-sim (dubai), phone, iphone 17 512gb e-sim (dubai)",,[],Discover the iPhone 17 512GB E-SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,132000,138000
PH,iPhone 17 Air 256GB E-SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 Air 256GB E-SIM (Dubai),5,10,False,iPhone 17 Air 256GB E-SIM (Dubai),"Explore the iPhone 17 Air 256GB E-SIM (Dubai) by Apple, a high-quality phone.",,"apple, 17 air 256gb e-sim (dubai), phone, iphone 17 air 256gb e-sim (dubai)",,[],Discover the iPhone 17 Air 256GB E-SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,116000,120000
PH,iPhone 17 Air 256GB E-SIM White/Gold (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 Air 256GB E-SIM White/Gold (Dubai),5,10,False,iPhone 17 Air 256GB E-SIM White/Gold (Dubai),"Explore the iPhone 17 Air 256GB E-SIM White/Gold (Dubai) by Apple, a high-quality phone.",,"apple, 17 air 256gb e-sim white/gold (dubai), phone, iphone 17 air 256gb e-sim white/gold (dubai)",,[],Discover the iPhone 17 Air 256GB E-SIM White/Gold (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,120000,125000
PH,iPhone 17 Pro 256GB E-SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 Pro 256GB E-SIM (Dubai),5,10,False,iPhone 17 Pro 256GB E-SIM (Dubai),"Explore the iPhone 17 Pro 256GB E-SIM (Dubai) by Apple, a high-quality phone.",,"apple, 17 pro 256gb e-sim (dubai), phone, iphone 17 pro 256gb e-sim (dubai)",,[],Discover the iPhone 17 Pro 256GB E-SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,161500,166000
PH,iPhone 17 Pro 512GB E-SIM Orange/Blue (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 Pro 512GB E-SIM Orange/Blue (Dubai),5,10,False,iPhone 17 Pro 512GB E-SIM Orange/Blue (Dubai),"Explore the iPhone 17 Pro 512GB E-SIM Orange/Blue (Dubai) by Apple, a high-quality phone.",,"apple, 17 pro 512gb e-sim orange/blue (dubai), phone, iphone 17 pro 512gb e-sim orange/blue (dubai)",,[],Discover the iPhone 17 Pro 512GB E-SIM Orange/Blue (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,181500,187500
PH,iPhone 17 Pro 512GB E-SIM Silver (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 Pro 512GB E-SIM Silver (Dubai),5,10,False,iPhone 17 Pro 512GB E-SIM Silver (Dubai),"Explore the iPhone 17 Pro 512GB E-SIM Silver (Dubai) by Apple, a high-quality phone.",,"apple, 17 pro 512gb e-sim silver (dubai), phone, iphone 17 pro 512gb e-sim silver (dubai)",,[],Discover the iPhone 17 Pro 512GB E-SIM Silver (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,185000,193000
PH,iPhone 17 Pro 1TB E-SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 Pro 1TB E-SIM (Dubai),5,10,False,iPhone 17 Pro 1TB E-SIM (Dubai),"Explore the iPhone 17 Pro 1TB E-SIM (Dubai) by Apple, a high-quality phone.",,"apple, 17 pro 1tb e-sim (dubai), phone, iphone 17 pro 1tb e-sim (dubai)",,[],Discover the iPhone 17 Pro 1TB E-SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,208500,216000
PH,iPhone 17 Pro Max 256GB E-SIM Orange/Blue (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 Pro Max 256GB E-SIM Orange/Blue (Dubai),5,10,False,iPhone 17 Pro Max 256GB E-SIM Orange/Blue (Dubai),"Explore the iPhone 17 Pro Max 256GB E-SIM Orange/Blue (Dubai) by Apple, a high-quality phone.",,"apple, 17 pro max 256gb e-sim orange/blue (dubai), phone, iphone 17 pro max 256gb e-sim orange/blue (dubai)",,[],Discover the iPhone 17 Pro Max 256GB E-SIM Orange/Blue (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,174500,179500
PH,iPhone 17 Pro Max 256GB E-SIM Silver (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 Pro Max 256GB E-SIM Silver (Dubai),5,10,False,iPhone 17 Pro Max 256GB E-SIM Silver (Dubai),"Explore the iPhone 17 Pro Max 256GB E-SIM Silver (Dubai) by Apple, a high-quality phone.",,"apple, 17 pro max 256gb e-sim silver (dubai), phone, iphone 17 pro max 256gb e-sim silver (dubai)",,[],Discover the iPhone 17 Pro Max 256GB E-SIM Silver (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,176000,182000
PH,iPhone 17 Pro Max 512GB E-SIM Orange/Blue (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 Pro Max 512GB E-SIM Orange/Blue (Dubai),5,10,False,iPhone 17 Pro Max 512GB E-SIM Orange/Blue (Dubai),"Explore the iPhone 17 Pro Max 512GB E-SIM Orange/Blue (Dubai) by Apple, a high-quality phone.",,"apple, 17 pro max 512gb e-sim orange/blue (dubai), phone, iphone 17 pro max 512gb e-sim orange/blue (dubai)",,[],Discover the iPhone 17 Pro Max 512GB E-SIM Orange/Blue (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,200500,207000
PH,iPhone 17 Pro Max 512GB E-SIM Silver (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 Pro Max 512GB E-SIM Silver (Dubai),5,10,False,iPhone 17 Pro Max 512GB E-SIM Silver (Dubai),"Explore the iPhone 17 Pro Max 512GB E-SIM Silver (Dubai) by Apple, a high-quality phone.",,"apple, 17 pro max 512gb e-sim silver (dubai), phone, iphone 17 pro max 512gb e-sim silver (dubai)",,[],Discover the iPhone 17 Pro Max 512GB E-SIM Silver (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,208000,216000
PH,iPhone 17 Pro Max 1TB E-SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 Pro Max 1TB E-SIM (Dubai),5,10,False,iPhone 17 Pro Max 1TB E-SIM (Dubai),"Explore the iPhone 17 Pro Max 1TB E-SIM (Dubai) by Apple, a high-quality phone.",,"apple, 17 pro max 1tb e-sim (dubai), phone, iphone 17 pro max 1tb e-sim (dubai)",,[],Discover the iPhone 17 Pro Max 1TB E-SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,216000,228500
PH,iPhone 14 128GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,14 128GB SIM (Dubai),5,10,False,iPhone 14 128GB SIM (Dubai),"Explore the iPhone 14 128GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 14 128gb sim (dubai), phone, iphone 14 128gb sim (dubai)",,[],Discover the iPhone 14 128GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,73000,78000
PH,iPhone 14 256GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,14 256GB SIM (Dubai),5,10,False,iPhone 14 256GB SIM (Dubai),"Explore the iPhone 14 256GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 14 256gb sim (dubai), phone, iphone 14 256gb sim (dubai)",,[],Discover the iPhone 14 256GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,78500,83500
PH,iPhone 15 128GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,15 128GB SIM (Dubai),5,10,False,iPhone 15 128GB SIM (Dubai),"Explore the iPhone 15 128GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 15 128gb sim (dubai), phone, iphone 15 128gb sim (dubai)",,[],Discover the iPhone 15 128GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,81000,86000
PH,iPhone 15 256GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,15 256GB SIM (Dubai),5,10,False,iPhone 15 256GB SIM (Dubai),"Explore the iPhone 15 256GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 15 256gb sim (dubai), phone, iphone 15 256gb sim (dubai)",,[],Discover the iPhone 15 256GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,94500,98500
PH,iPhone 15 Plus 256GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,15 Plus 256GB SIM (Dubai),5,10,False,iPhone 15 Plus 256GB SIM (Dubai),"Explore the iPhone 15 Plus 256GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 15 plus 256gb sim (dubai), phone, iphone 15 plus 256gb sim (dubai)",,[],Discover the iPhone 15 Plus 256GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,106000,112000
PH,iPhone 15 Pro Max 256GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,15 Pro Max 256GB SIM (Dubai),5,10,False,iPhone 15 Pro Max 256GB SIM (Dubai),"Explore the iPhone 15 Pro Max 256GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 15 pro max 256gb sim (dubai), phone, iphone 15 pro max 256gb sim (dubai)",,[],Discover the iPhone 15 Pro Max 256GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,133000,142000
PH,iPhone 16E 128GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,16E 128GB SIM (Dubai),5,10,False,iPhone 16E 128GB SIM (Dubai),"Explore the iPhone 16E 128GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 16e 128gb sim (dubai), phone, iphone 16e 128gb sim (dubai)",,[],Discover the iPhone 16E 128GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,73000,78000
PH,iPhone 16E 256GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,16E 256GB SIM (Dubai),5,10,False,iPhone 16E 256GB SIM (Dubai),"Explore the iPhone 16E 256GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 16e 256gb sim (dubai), phone, iphone 16e 256gb sim (dubai)",,[],Discover the iPhone 16E 256GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,81000,86000
PH,iPhone 16 128GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,16 128GB SIM (Dubai),5,10,False,iPhone 16 128GB SIM (Dubai),"Explore the iPhone 16 128GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 16 128gb sim (dubai), phone, iphone 16 128gb sim (dubai)",,[],Discover the iPhone 16 128GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,91000,96000
PH,iPhone 16 256GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,16 256GB SIM (Dubai),5,10,False,iPhone 16 256GB SIM (Dubai),"Explore the iPhone 16 256GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 16 256gb sim (dubai), phone, iphone 16 256gb sim (dubai)",,[],Discover the iPhone 16 256GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,102000,110000
PH,iPhone 16 Plus 128GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,16 Plus 128GB SIM (Dubai),5,10,False,iPhone 16 Plus 128GB SIM (Dubai),"Explore the iPhone 16 Plus 128GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 16 plus 128gb sim (dubai), phone, iphone 16 plus 128gb sim (dubai)",,[],Discover the iPhone 16 Plus 128GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,106000,116000
PH,iPhone 16 Plus 256GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,16 Plus 256GB SIM (Dubai),5,10,False,iPhone 16 Plus 256GB SIM (Dubai),"Explore the iPhone 16 Plus 256GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 16 plus 256gb sim (dubai), phone, iphone 16 plus 256gb sim (dubai)",,[],Discover the iPhone 16 Plus 256GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,117500,126000
PH,iPhone 16 Pro 128GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,16 Pro 128GB SIM (Dubai),5,10,False,iPhone 16 Pro 128GB SIM (Dubai),"Explore the iPhone 16 Pro 128GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 16 pro 128gb sim (dubai), phone, iphone 16 pro 128gb sim (dubai)",,[],Discover the iPhone 16 Pro 128GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,127000,137000
PH,iPhone 16 Pro Max 256GB SIM Desert (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,16 Pro Max 256GB SIM Desert (Dubai),5,10,False,iPhone 16 Pro Max 256GB SIM Desert (Dubai),"Explore the iPhone 16 Pro Max 256GB SIM Desert (Dubai) by Apple, a high-quality phone.",,"apple, 16 pro max 256gb sim desert (dubai), phone, iphone 16 pro max 256gb sim desert (dubai)",,[],Discover the iPhone 16 Pro Max 256GB SIM Desert (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,151000,160000
PH,iPhone 16 Pro Max 256GB SIM Black (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,16 Pro Max 256GB SIM Black (Dubai),5,10,False,iPhone 16 Pro Max 256GB SIM Black (Dubai),"Explore the iPhone 16 Pro Max 256GB SIM Black (Dubai) by Apple, a high-quality phone.",,"apple, 16 pro max 256gb sim black (dubai), phone, iphone 16 pro max 256gb sim black (dubai)",,[],Discover the iPhone 16 Pro Max 256GB SIM Black (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,156000,166000
PH,iPhone 16 Pro Max 512GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,16 Pro Max 512GB SIM (Dubai),5,10,False,iPhone 16 Pro Max 512GB SIM (Dubai),"Explore the iPhone 16 Pro Max 512GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 16 pro max 512gb sim (dubai), phone, iphone 16 pro max 512gb sim (dubai)",,[],Discover the iPhone 16 Pro Max 512GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,176000,186000
PH,iPhone 17 256GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 256GB SIM (Dubai),5,10,False,iPhone 17 256GB SIM (Dubai),"Explore the iPhone 17 256GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 17 256gb sim (dubai), phone, iphone 17 256gb sim (dubai)",,[],Discover the iPhone 17 256GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,109500,116500
PH,iPhone 17 512GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 512GB SIM (Dubai),5,10,False,iPhone 17 512GB SIM (Dubai),"Explore the iPhone 17 512GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 17 512gb sim (dubai), phone, iphone 17 512gb sim (dubai)",,[],Discover the iPhone 17 512GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,140000,148000
PH,iPhone 17 Pro 256GB SIM (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 Pro 256GB SIM (Dubai),5,10,False,iPhone 17 Pro 256GB SIM (Dubai),"Explore the iPhone 17 Pro 256GB SIM (Dubai) by Apple, a high-quality phone.",,"apple, 17 pro 256gb sim (dubai), phone, iphone 17 pro 256gb sim (dubai)",,[],Discover the iPhone 17 Pro 256GB SIM (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,171500,181500
PH,iPhone 17 Pro 256GB SIM Silver (Dubai),Non-activated. Sourced from Dubai (stock dated 4 May 2026). Warranty: Apple service center only — no shop warranty.,Apple,17 Pro 256GB SIM Silver (Dubai),5,10,False,iPhone 17 Pro 256GB SIM Silver (Dubai),"Explore the iPhone 17 Pro 256GB SIM Silver (Dubai) by Apple, a high-quality phone.",,"apple, 17 pro 256gb sim silver (dubai), phone, iphone 17 pro 256gb sim silver (dubai)",,[],Discover the iPhone 17 Pro 256GB SIM Silver (Dubai) from Apple. This phone offers exceptional performance and features.,True,,,[],[],False,172000,182000
